Reporting Period:,2023-02-15 to 2023-03-04
Report Type:,Campaign Performance
Grouped By:,Campaigns AdGroups and Ads
Time of Report:,Sun Mar 05 2023 14:56:36 GMT+0800


Campaign Name,AdGroup,Ad,Data Type,State,Start Date,End Date,Accounts Reached,Impressions,Clicks,CTR,ACTR,CPM,CPC,VTR,AVTR,Budget,Spend,Accounts Newly Engaged (Lifetime),Accounts With Increased Engagement (Lifetime),Avg. Increase in Account Engagement (Lifetime),Viewability
"23_PD_Competitive Displacement_Demand-ABM_ABA D&P; 745424","-","-",Campaign,Active,2023-02-15,2023-03-31,"116","281,873",133,0.047%,34.483%,"$6.53","$13.84",0.065%,43.103%,"$4536.00","$1841.33",2,34,1.57x,70.8%
"23_PD_Competitive Displacement_Demand-ABM_ABA D&P; 745424","Blog - Digital Transformation","-",AdGroup,Active,2023-02-15,2023-03-31,"116","281,873","133","0.047%","34.483%","$6.53","$13.84","0.065%","43.103%","$4536.00","$1841.33",-,-,-,70.8%
"23_PD_Competitive Displacement_Demand-ABM_ABA D&P; 745424","Blog - Digital Transformation","SAP BOFU Digital Transformation Blog Saas Paas 728x90",Ad,Active,2023-02-15,2023-03-31,"116","89,793","49","0.055%","19.828%","$6.77","$12.41","0.069%","56.034%","$4536.00","$608.55",-,-,-,69.4%
"23_PD_Competitive Displacement_Demand-ABM_ABA D&P; 745424","Blog - Digital Transformation","SAP BOFU Digital Transformation Blog Saas Paas 300x250",Ad,Active,2023-02-15,2023-03-31,"116","127,401","27","0.021%","12.069%","$6.07","$28.65","0.048%","62.931%","$4536.00","$773.75",-,-,-,70.5%
"23_PD_Competitive Displacement_Demand-ABM_ABA D&P; 745424","Blog - Digital Transformation","SAP BOFU Digital Transformation Blog Saas Paas 320x50",Ad,Active,2023-02-15,2023-03-31,"115","64,679","57","0.088%","20.000%","$7.09","$8.05","0.147%","56.522%","$4536.00","$459.01",-,-,-,73.4%
